"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"376"," Dec 15, 2015","""Sales Manager""","1.0","Former Employee - Anonymous Employee in London, England (UK)","If you dont want to work and get paid £30k < heres the place for you. Great job for a graduate, horrible job for anyone over the age of 26.","Poor Management, no knowledge of the financial sector. Poor pay. The management and strategy changes often. They have either young and inexpereinced staff or a few older ones who wouldnt make it anywhere else apart from DJ.",4,376,2015,"Anonymous Employee","London, England (UK)","Former"
"377"," Dec 17, 2015","""Cheap, Insecure Management""","1.0","Current Employee - Anonymous Employee in Monmouth Junction, NJ","You can get away without doing much. Flexibility. Full time holiday working environment.","Too many negatives: poor management is top of the pile, insecure bosses who treat the place like a civil service domain, primitive work methods, slow to change, lousy pay that is literally 25-30% lower than industry standards, 0-5% growth prospects, stifling of creativity.",5,377,2015,"Anonymous Employee","Monmouth Junction, NJ","Current"
"378"," Dec 24, 2015","""VP""","2.0","Former Employee - Anonymous Employee","Turn over in Mgmt was appropriate","Too many layoffs across many depts",1,378,2015,"Anonymous Employee","Not Given","Former"
"379"," Jan 8, 2016","""Decent Place to Work""","3.0","Former Employee - Anonymous Employee","Strong brand with pretty solid products. Good people. Solid management team. Good benefits. Opportunity to advance. Personal development and learning encouraged.","Unrealistic growth goals, Management prone to reorgs - every year. Lay offs are constant. Mature market/customer base in PIB group means slow growth. Lots of competition from disruptive start ups.",0,379,2016,"Anonymous Employee","Not Given","Former"
"380"," Jan 11, 2016","""Avoid unless its the only one left!""","1.0","Former Employee - Anonymous Employee in New Brunswick, NJ","- Generous holidays from day 1: 15 days vacation + 6 personal.- Decent health packages although premiums are getting more and more expensive as the union (after employees vote) kept extending the CBA...","- No or very few promotion opportunities- Very low salaries compared to marketplace- Nepotism- People are being laidoff routinely...numbers average hundred per year over last 3-4 years.- Union is useless but you still have to pay dues- HR dept is a joke. They expedited peoples notice periods to not have to deal with new year health benefits renewals. Incompetent with high turnover in their own ranks.- I wouldnt be surprised if Murdoch keeps the wall street journal ad part of news corp and just divests the rest of the company",5,380,2016,"Anonymous Employee","New Brunswick, NJ","Former"
"381"," Jan 12, 2016","""Rigid hierarchy, poor leadership skill in C-suite. Many hold onto positions, it seems, by protecting like a fiefdom.""","1.0","Current Employee - Anonymous Employee in New York, NY","Smart, dedicated workers who care deeply about the news and getting right. Work life balance is good. Vacation and benefits are very competitive.","Dreadful communication by leadership. Advancement often seems arbitrary and driven by amiability not productivity. Corporate promotions seem rarely based on demonstrated ability to lead nor any apparent facility to develop the skills to do so.It's also not a very diverse workplace with respect to minorities. Plenty of women working here but that's one small piece of the spectrum that needs better representation.",2,381,2016,"Anonymous Employee","New York, NY","Current"
"382"," Jan 15, 2016","""Staff Rep""","1.0","Current Employee - Staff Administrator in Chicopee, MA","Management discriminatesNo hr in buildingA lot of drama for a office","There is nothing good to look forward to working there unless you enjoy lying to keep your job",1,382,2016,"Staff Administrator","Chicopee, MA","Current"
"383"," Jan 21, 2016","""Used to be a great place to work, not sure now""","3.0","Former Employee - Anonymous Employee in Princeton, NJ","When I first started , job responsibilities and expectations were clearly stated, fairly assessed and adequately compensated. Unfortunately, that was not the case when I left. In fairness, it depended greatly on the management in place at the time.","Too many reorganizations and management changes. In trying to cut costs too many experienced individuals were pushed out the door.",4,383,2016,"Anonymous Employee","Princeton, NJ","Former"
"384"," Jan 21, 2016","""Very meh""","3.0","Current Employee - Anonymous Employee","- laid back work environment- friendly coworkers, easy to approach and ask questions","- business has no idea what's going on, chasing own tail- not much room for mobility / advancement",2,384,2016,"Anonymous Employee","Not Given","Current"
"385"," Jan 22, 2016","""Nice but US employee biased""","3.0","Current Employee - Reporter in London, England (UK)","Good culture and mostly nice colleagues. Closer merger with The Wall Street Journal means writers/journalists/editors/researchers get good recognisable name on their CV. Good opportunity to learn from some excellent journalists and editors.","Closer working with WSJ has meant more Americans brought into office, seemingly appointed above any local/national workers. This has changed the personality of the newsroom and makes local employees feel at a disadvantage.",1,385,2016,"Reporter","London, England (UK)","Current"
"386"," Feb 2, 2016","""Research Analyst""","4.0","Current Employee - Anonymous Employee in London, England (UK)","Great environment, flexibility, free snacks","Career progression, management usually not on site",1,386,2016,"Anonymous Employee","London, England (UK)","Current"
"387"," Feb 4, 2016","""intern""","1.0","Current Employee - Intern in Princeton, WV","very very very nice peeps","no no no no direction",1,387,2016,"Intern","Princeton, WV","Current"
"388"," Feb 10, 2016","""DJ Technology Development Review""","4.0","Current Employee - Applications Developer in New York, NY","Benefits, Technology Teams are highly experienced and great to work with.","Culture, Does not promote from within in the Technology Dept. Periodic layoffs",2,388,2016,"Applications Developer","New York, NY","Current"
"389"," Feb 10, 2016","""Good company to work for!""","4.0","Current Employee - Applications Developer in Monmouth Junction, NJ","flexible timingsGood benefitsGreat people to work with!","frequent changes in managementCan get stagnant",0,389,2016,"Applications Developer","Monmouth Junction, NJ","Current"
"390"," Feb 15, 2016","""Going good thus far""","4.0","Current Employee - Researcher in Singapore (Singapore)","- Great diversity in the office- Professional working environment- Flexible working hours- Good benefits- Cool snack bar","- Unsure of career advancement opportunities",0,390,2016,"Researcher","Singapore (Singapore)","Current"
